Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross
4041,8/27/1982,Jekyll and Hyde... Together Again,"$5,000,000","$3,707,583","$3,707,583"
2688,9/7/1982,Tron,"$17,000,000","$26,918,576","$26,918,576"
1158,9/17/1982,Inchon,"$46,000,000","$4,408,636","$4,408,636"
3179,10/2/1982,Das Boot,"$12,000,000","$84,970,337","$11,487,676"
3616,10/11/1982,Creepshow,"$8,000,000","$20,036,244","$20,036,244"
2968,10/22/1982,First Blood,"$14,000,000","$125,212,904","$47,212,904"
4475,10/22/1982,Halloween 3: Season of the Witch,"$2,500,000","$14,400,000","$14,400,000"
3294,11/6/1982,ET: The Extra-Terrestrial,"$10,500,000","$792,965,326","$435,110,554"
4808,11/19/1982,Q,"$1,200,000","$255,000","$255,000"
3099,12/2/1982,La Guerre du feu,"$12,500,000","$20,959,585","$20,959,585"
2790,12/17/1982,Tootsie,"$15,000,000","$177,200,000","$177,200,000"
5131,1/1/1983,E tu vivrai nel terrore - L'aldilà,"$400,000","$126,387","$126,387"
3300,2/18/1983,Lovesick,"$10,100,000","$10,143,618","$10,143,618"
3129,3/6/1983,WarGames,"$12,000,000","$74,433,837","$74,433,837"
3350,3/25/1983,The Outsiders,"$10,000,000","$25,697,647","$25,697,647"
3903,4/2/1983,Videodrome,"$5,952,000","$2,120,439","$2,120,439"
3711,4/15/1983,Flashdance,"$7,000,000","$201,463,574","$90,463,574"
4012,4/15/1983,Lone Wolf McQuade,"$5,000,000","$12,232,628","$12,232,628"
5142,4/15/1983,The Evil Dead,"$375,000","$29,400,000","$2,400,000"
1657,5/25/1983,Star Wars Ep. VI: Return of the Jedi,"$32,500,000","$572,705,079","$309,205,079"
1437,6/17/1983,Superman III,"$39,000,000","$59,950,623","$59,950,623"
3342,6/24/1983,Twilight Zone: The Movie,"$10,000,000","$29,500,000","$29,500,000"
1493,7/10/1983,Never Say Never Again,"$36,000,000","$160,000,000","$55,500,000"
2808,7/29/1983,National Lampoon’s Vacation,"$15,000,000","$61,400,000","$61,400,000"
3763,8/4/1983,Losin' It,"$7,000,000","$1,246,141","$1,246,141"
4767,8/19/1983,The Ballad of Gregorio Cortez,"$1,305,000","$909,000","$909,000"
2048,9/12/1983,Scarface,"$25,000,000","$44,942,821","$44,942,821"
2896,9/30/1983,Brainstorm,"$15,000,000","$8,921,050","$8,921,050"
1929,10/6/1983,Octopussy,"$27,500,000","$187,500,000","$67,900,000"
1949,10/21/1983,The Right Stuff,"$27,000,000","$21,500,000","$21,500,000"
3357,10/21/1983,The Dead Zone,"$10,000,000","$20,766,000","$20,766,000"
3648,10/28/1983,The Wicked Lady,"$8,000,000","$589,308","$589,308"
3140,11/18/1983,Yentl,"$12,000,000","$39,012,241","$39,012,241"
4317,11/18/1983,A Christmas Story,"$3,250,000","$20,605,209","$20,605,209"
1841,1/6/1984,Once Upon a Time in America,"$30,000,000","$5,564,014","$5,321,508"
2570,1/6/1984,Star Trek III: The Search for Spock,"$18,000,000","$87,000,000","$76,471,046"
4722,2/3/1984,Repo Man,"$1,500,000","$2,300,000","$2,300,000"
3595,2/17/1984,Footloose,"$8,200,000","$80,000,000","$80,000,000"
3529,3/16/1984,The Ice Pirates,"$9,000,000","$13,075,390","$13,075,390"
4113,3/23/1984,Police Academy,"$4,500,000","$81,198,894","$81,198,894"
4459,4/13/1984,Friday the 13th Part IV: The Final Chapter,"$2,600,000","$32,980,880","$32,980,880"
5045,4/27/1984,Love Letters,"$550,000","$5,269,990","$5,269,990"
2788,5/12/1984,Beverly Hills Cop,"$15,000,000","$316,300,000","$234,760,478"
1882,5/23/1984,Indiana Jones and the Temple of Doom,"$28,000,000","$333,080,271","$179,880,271"
3597,6/22/1984,The Karate Kid,"$8,000,000","$90,815,558","$90,815,558"
2596,6/29/1984,Conan the Destroyer,"$18,000,000","$26,400,000","$26,400,000"
1950,7/20/1984,Die Unendliche Geschichte,"$27,000,000","$21,300,000","$21,300,000"
1704,8/6/1984,Ghostbusters,"$30,000,000","$295,212,467","$242,212,467"
3240,8/6/1984,Gremlins,"$11,000,000","$148,168,459","$148,168,459"
2133,8/17/1984,Sheena,"$25,000,000","$5,778,353","$5,778,353"
4786,8/31/1984,C.H.U.D.,"$1,250,000","$4,700,000","$4,700,000"
3599,9/3/1984,Splash,"$8,000,000","$62,599,495","$62,599,495"
3686,9/3/1984,The Hotel New Hampshire,"$7,500,000","$5,142,858","$5,142,858"
4662,9/11/1984,A Nightmare on Elm Street,"$1,800,000","$25,504,513","$25,504,513"
2581,9/19/1984,Amadeus,"$18,000,000","$51,973,029","$51,973,029"
3392,10/26/1984,Body Double,"$10,000,000","$8,801,940","$8,801,940"
3820,10/26/1984,The Terminator,"$6,400,000","$78,019,031","$38,019,031"
2871,11/5/1984,Firestarter,"$15,000,000","$15,136,870","$15,136,870"
1139,12/14/1984,The Cotton Club,"$48,000,000","$25,928,721","$25,928,721"
1204,12/14/1984,Dune,"$45,000,000","$27,447,471","$27,447,471"
1933,12/14/1984,A Passage to India,"$27,500,000","$27,187,653","$27,187,653"
5109,12/31/1984,The Toxic Avenger,"$475,000",$0,$0
4342,1/11/1985,A Nightmare On Elm Street Part 2: Freddy's Revenge,"$3,000,000","$21,163,999","$21,163,999"
4724,1/18/1985,Blood Simple,"$1,500,000","$2,730,877","$1,690,913"
2527,3/7/1985,Back to the Future,"$19,000,000","$385,524,862","$212,259,762"
4775,3/15/1985,Def-Con 4,"$1,300,000","$210,904","$210,904"
3333,3/22/1985,The Last Dragon,"$10,000,000","$33,000,000","$33,000,000"
4527,3/22/1985,Friday the 13th Part V: A New Beginning,"$2,200,000","$21,930,418","$21,930,418"
3328,4/10/1985,Commando,"$10,000,000","$35,073,978","$35,073,978"
2604,4/12/1985,Young Sherlock Holmes,"$18,000,000","$19,739,000","$19,739,000"
1233,5/22/1985,Rambo: First Blood Part II,"$44,000,000","$300,400,000","$150,415,432"
1762,5/24/1985,A View to a Kill,"$30,000,000","$152,627,960","$50,327,960"
4592,6/11/1985,Subway,"$2,000,000","$1,663,296","$390,659"
1955,6/21/1985,Return to Oz,"$27,000,000","$10,618,813","$10,618,813"
2117,6/21/1985,Lifeforce,"$25,000,000","$11,603,545","$11,603,545"
2654,6/28/1985,Red Sonja,"$17,900,000","$6,905,861","$6,905,861"
3788,6/28/1985,Pale Rider,"$6,900,000","$41,410,568","$41,410,568"
4283,6/30/1985,Day of the Dead,"$3,500,000","$34,004,262","$5,804,262"
3132,8/2/1985,Witness,"$12,000,000","$65,532,576","$65,532,576"
4178,8/16/1985,The Return of the Living Dead,"$4,000,000","$14,237,880","$14,237,880"
3365,9/27/1985,Invasion U.S.A.,"$10,000,000","$17,536,256","$17,536,256"
1986,10/7/1985,Silverado,"$26,000,000","$33,200,000","$33,200,000"
3325,10/7/1985,Mad Max Beyond Thunderdome,"$10,000,000","$36,230,219","$36,230,219"
4356,10/25/1985,Krush Groove,"$3,000,000","$11,052,713","$11,052,713"
3737,11/10/1985,Silver Bullet,"$7,000,000","$10,803,211","$10,803,211"
2410,12/4/1985,Ladyhawke,"$20,000,000","$18,400,000","$18,400,000"
1695,12/18/1985,Out of Africa,"$31,000,000","$258,210,860","$79,096,868"
2799,12/18/1985,The Color Purple,"$15,000,000","$93,589,701","$93,589,701"
2890,12/18/1985,Brazil,"$15,000,000","$9,930,649","$9,929,135"
5136,1/4/1986,My Beautiful Laundrette,"$400,000",$0,$0
1424,1/7/1986,Pirates,"$40,000,000","$6,341,825","$1,641,825"
2121,1/7/1986,Big Trouble in Little China,"$25,000,000","$11,100,000","$11,100,000"
1822,1/8/1986,Howard the Duck,"$30,000,000","$16,295,774","$16,295,774"
4345,1/8/1986,Friday the 13th Part VI: Jason Lives,"$3,000,000","$19,472,057","$19,472,057"
2921,1/17/1986,The Clan of the Cave Bear,"$15,000,000","$1,953,732","$1,953,732"
2623,2/21/1986,Nine 1/2 Weeks,"$18,000,000","$6,734,844","$6,734,844"
1623,3/10/1986,Playing for Keeps,"$35,000,000","$2,000,000","$2,000,000"
4010,3/27/1986,April Fool's Day,"$5,000,000","$12,947,763","$12,947,763"
2102,4/18/1986,Legend,"$25,000,000","$23,506,237","$15,502,112"
4125,4/23/1986,Salvador,"$4,500,000","$1,500,000","$1,500,000"
2641,4/25/1986,8 Million Ways to Die,"$18,000,000","$1,305,114","$1,305,114"
2789,5/16/1986,Top Gun,"$15,000,000","$356,800,601","$179,800,601"
3193,6/6/1986,Invaders from Mars,"$12,000,000","$4,984,663","$4,884,663"
1340,6/18/1986,Legal Eagles,"$40,000,000","$49,851,591","$49,851,591"
2760,7/3/1986,Highlander,"$16,000,000","$12,900,000","$5,900,000"
4343,7/3/1986,A Room with a View,"$3,000,000","$20,966,644","$20,966,644"
2667,7/18/1986,Aliens,"$17,000,000","$183,316,455","$85,160,248"
3602,8/8/1986,Stand by Me,"$8,000,000","$52,287,414","$52,287,414"
5261,8/8/1986,She's Gotta Have It,"$175,000","$7,137,502","$7,137,502"
4101,8/22/1986,The Texas Chainsaw Massacre 2,"$4,700,000","$8,025,872","$8,025,872"
2705,8/29/1986,Shanghai Surprise,"$17,000,000","$2,315,000","$2,315,000"
3564,9/26/1986,Crocodile Dundee,"$8,800,000","$328,203,506","$174,803,506"
2586,10/10/1986,Peggy Sue Got Married,"$18,000,000","$41,382,841","$41,382,841"
3314,10/17/1986,The Color of Money,"$10,000,000","$52,293,000","$52,293,000"
2164,11/26/1986,Star Trek IV: The Voyage Home,"$24,000,000","$133,000,000","$109,713,132"
3126,12/12/1986,The Golden Child,"$12,000,000","$79,817,937","$79,817,937"
1779,12/19/1986,Little Shop of Horrors,"$30,000,000","$38,747,385","$38,747,385"
3829,12/19/1986,Platoon,"$6,000,000","$137,963,328","$137,963,328"
4559,12/31/1986,Witchboard,"$2,000,000","$7,369,373","$7,369,373"
4461,1/1/1987,Maurice,"$2,600,000","$3,147,950","$3,147,950"
5145,1/1/1987,American Ninja 2: The Confrontation,"$350,000","$4,000,000","$4,000,000"
5298,1/3/1987,Hollywood Shuffle,"$100,000","$5,228,617","$5,228,617"
3423,1/5/1987,Malone,"$10,000,000","$3,000,000","$3,000,000"
4272,1/5/1987,Creepshow 2,"$3,500,000","$14,000,000","$14,000,000"
2751,1/30/1987,Radio Days,"$16,000,000","$14,792,779","$14,792,779"
3965,2/27/1987,A Nightmare On Elm Street 3: Dream Warriors,"$5,000,000","$44,793,222","$44,793,222"
2026,3/6/1987,The Untouchables,"$25,000,000","$76,270,454","$76,270,454"
4282,3/13/1987,Evil Dead II,"$3,500,000","$5,923,044","$5,923,044"
4209,3/31/1987,The Barbarians,"$4,000,000","$800,000","$800,000"
4827,4/9/1987,The Offspring,"$1,100,000","$1,355,728","$1,355,728"
1400,5/15/1987,Ishtar,"$40,000,000","$14,375,181","$14,375,181"
2310,5/20/1987,Beverly Hills Cop II,"$20,000,000","$276,665,036","$153,665,036"
2806,6/3/1987,Lethal Weapon,"$15,000,000","$120,192,350","$65,192,350"
1877,6/11/1987,Cry Freedom,"$29,000,000","$25,899,797","$5,899,797"
4523,6/19/1987,The Brave Little Toaster,"$2,300,000",$0,$0
2227,6/24/1987,Spaceballs,"$22,700,000","$38,119,483","$38,119,483"
2213,7/17/1987,Jaws 4: The Revenge,"$23,000,000","$15,728,335","$15,728,335"
3040,7/17/1987,RoboCop,"$13,000,000","$53,424,681","$53,424,681"
2697,7/24/1987,Superman IV: The Quest for Peace,"$17,000,000","$11,227,824","$11,227,824"
3803,7/24/1987,La Bamba,"$6,500,000","$54,215,416","$54,215,416"
1337,7/31/1987,The Living Daylights,"$40,000,000","$191,200,000","$51,185,000"
3572,7/31/1987,The Lost Boys,"$8,500,000","$32,222,567","$32,222,567"
4649,8/5/1987,River's Edge,"$1,900,000","$4,600,000","$4,600,000"
2959,9/18/1987,Fatal Attraction,"$14,000,000","$320,100,000","$156,645,693"
4850,9/18/1987,Hellraiser,"$1,000,000","$14,564,000","$14,564,000"
2839,9/25/1987,The Princess Bride,"$15,000,000","$30,857,000","$30,857,000"
2717,11/12/1987,Wall Street,"$16,500,000","$43,848,100","$43,848,100"
1783,11/13/1987,The Running Man,"$30,000,000","$38,122,000","$38,122,000"
2050,11/20/1987,The Last Emperor,"$25,000,000","$43,988,888","$43,984,987"
4364,11/20/1987,Teen Wolf Too,"$3,000,000","$7,888,000","$7,888,000"
2791,11/25/1987,3 Men and a Baby,"$15,000,000","$167,780,960","$167,780,960"
2576,12/6/1987,Predator,"$18,000,000","$98,267,558","$59,735,548"
3031,12/23/1987,Good Morning Vietnam,"$13,000,000","$123,922,370","$123,922,370"
2100,1/4/1988,"Bright Lights, Big City","$25,000,000","$16,118,077","$16,118,077"
3994,1/10/1988,Halloween 4: The Return of Michael Myers,"$5,000,000","$17,768,757","$17,768,757"
4200,1/12/1988,Talk Radio,"$4,000,000","$3,468,572","$3,468,572"
3825,1/15/1988,Return of the Living Dead Part II,"$6,200,000","$9,205,924","$9,205,924"
4711,2/26/1988,Bloodsport,"$1,500,000","$11,806,119","$11,806,119"
2567,3/6/1988,Big,"$18,000,000","$151,668,774","$114,968,774"
2801,3/30/1988,Beetle Juice,"$15,000,000","$73,326,666","$73,326,666"
4215,4/3/1988,Prison,"$4,000,000","$354,704","$354,704"
4179,4/11/1988,They Live,"$4,000,000","$13,000,000","$13,000,000"
4102,4/22/1988,Lady in White,"$4,700,000","$1,705,139","$1,705,139"
4445,5/13/1988,Friday the 13th Part VII: The New Blood,"$2,800,000","$19,170,001","$19,170,001"
884,5/25/1988,Rambo III,"$58,000,000","$188,715,611","$53,715,611"
2962,5/25/1988,Crocodile Dundee 2,"$14,000,000","$239,606,210","$109,306,210"
638,6/22/1988,Who Framed Roger Rabbit?,"$70,000,000","$351,500,000","$154,112,492"
1885,7/15/1988,Die Hard,"$28,000,000","$139,109,346","$81,350,242"
1781,7/20/1988,Midnight Run,"$30,000,000","$81,613,606","$38,413,606"
4366,8/7/1988,Phantasm II,"$3,000,000","$7,282,851","$7,282,851"
3041,8/19/1988,A Nightmare on Elm Street 4: The Dream Master,"$13,000,000","$49,369,899","$49,369,899"
3519,9/11/1988,Child's Play,"$9,000,000","$44,196,684","$33,244,684"
2755,9/12/1988,My Stepmother Is an Alien,"$16,000,000","$13,854,000","$13,854,000"
2795,9/12/1988,Twins,"$15,000,000","$216,600,000","$111,936,388"
3497,10/6/1988,Poltergeist III,"$9,500,000","$14,114,000","$14,114,000"
3851,10/21/1988,Mystic Pizza,"$6,000,000","$12,793,213","$12,793,213"
3119,11/18/1988,The Land Before Time,"$12,300,000","$81,972,846","$48,092,846"
1667,11/23/1988,Scrooged,"$32,000,000","$59,450,353","$59,450,353"
3727,12/2/1988,Action Jackson,"$7,000,000","$20,257,000","$20,257,000"
3849,12/2/1988,School Daze,"$6,000,000","$14,545,844","$14,545,844"
3045,12/8/1988,Young Guns,"$13,000,000","$44,726,644","$44,726,644"
3743,12/8/1988,The Last Temptation of Christ,"$7,000,000","$8,373,585","$8,373,585"
2008,12/16/1988,Rain Man,"$25,000,000","$412,800,000","$172,825,435"
2974,12/21/1988,Dangerous Liaisons,"$14,000,000","$34,700,000","$34,700,000"
2886,1/3/1989,New York Stories,"$15,000,000","$10,763,469","$10,763,469"
2724,2/6/1989,Dead Poets Society,"$16,400,000","$239,500,000","$95,860,116"
3319,2/17/1989,Bill & Ted's Excellent Adventure,"$10,000,000","$40,485,039","$40,485,039"
2622,3/22/1989,Troop Beverly Hills,"$18,000,000","$7,190,505","$7,190,505"
4793,4/8/1989,"Sex, Lies, and Videotape","$1,200,000","$36,741,667","$24,741,667"
3235,4/21/1989,Pet Sematary,"$11,500,000","$57,469,179","$57,469,179"
3340,5/19/1989,Road House,"$10,000,000","$30,050,028","$30,050,028"
1124,5/24/1989,Indiana Jones and the Last Crusade,"$48,000,000","$474,171,806","$197,171,806"
1510,6/23/1989,Batman,"$35,000,000","$411,348,924","$251,188,924"
3839,6/30/1989,Do the Right Thing,"$6,000,000","$26,004,026","$26,004,026"
3248,7/4/1989,Major League,"$11,000,000","$49,793,054","$49,793,054"
1260,7/14/1989,Licence to Kill,"$42,000,000","$156,167,015","$34,667,015"
2726,7/14/1989,When Harry Met Sally…,"$16,000,000","$92,961,960","$92,823,546"
4028,7/21/1989,UHF,"$5,000,000","$6,157,157","$6,157,157"
4002,7/28/1989,Friday the 13th Part VIII: Jason Takes Manhattan,"$5,000,000","$14,343,976","$14,343,976"
4710,8/9/1989,Kickboxer,"$1,500,000","$14,533,681","$14,533,681"
3532,8/11/1989,Henry V,"$9,000,000","$10,176,701","$10,161,099"
1758,9/6/1989,Star Trek V: The Final Frontier,"$30,000,000","$70,200,000","$52,210,049"
662,9/8/1989,The Abyss,"$70,000,000","$54,243,125","$54,243,125"
2532,9/15/1989,Sea of Love,"$19,000,000","$58,571,513","$58,571,513"
1765,9/22/1989,Black Rain,"$30,000,000","$45,892,212","$45,892,212"
3856,10/13/1989,Halloween 5: The Revenge of Michael Myers,"$6,000,000","$11,642,254","$11,642,254"
3843,11/8/1989,A Nightmare On Elm Street: The Dream Child,"$6,000,000","$22,168,359","$22,168,359"
1744,11/17/1989,Harlem Nights,"$30,000,000","$95,857,262","$60,857,262"
1285,11/22/1989,Back to the Future Part II,"$40,000,000","$332,000,000","$118,450,002"
2595,12/13/1989,Glory,"$18,000,000","$26,593,580","$26,593,580"
3677,12/13/1989,Driving Miss Daisy,"$7,500,000","$106,593,296","$106,593,296"
2451,12/15/1989,We're No Angels,"$20,000,000","$10,555,348","$10,555,348"
2963,12/20/1989,Born on the Fourth of July,"$14,000,000","$70,001,698","$70,001,698"
5281,12/20/1989,Roger & Me,"$140,000","$6,706,368","$6,706,368"
933,12/22/1989,Tango & Cash,"$55,000,000","$63,408,614","$63,408,614"
4699,12/31/1989,Out of the Dark,"$1,600,000","$419,428","$419,428"
714,1/6/1990,Total Recall,"$65,000,000","$261,400,000","$119,394,839"
3368,1/19/1990,Tremors,"$10,000,000","$16,667,084","$16,667,084"
1711,2/3/1990,The Hunt for Red October,"$30,000,000","$200,500,000","$120,709,866"
3675,2/23/1990,The Blood of Heroes,"$7,700,000","$882,290","$882,290"
644,3/7/1990,Die Hard 2,"$70,000,000","$239,814,025","$117,323,878"
3370,3/8/1990,Mo' Better Blues,"$10,000,000","$16,153,000","$16,153,000"
5121,3/8/1990,Metropolitan,"$430,000","$2,938,000","$2,938,000"
2958,3/23/1990,Pretty Woman,"$14,000,000","$432,645,872","$178,406,268"
3019,3/30/1990,Teenage Mutant Ninja Turtles,"$13,500,000","$202,000,000","$135,265,915"
4352,4/27/1990,Spaced Invaders,"$3,000,000","$15,000,000","$15,000,000"
1300,5/24/1990,Back to the Future Part III,"$40,000,000","$244,088,654","$88,055,283"
1061,6/15/1990,Gremlins 2: The New Batch,"$50,000,000","$41,476,097","$41,476,097"
1142,6/15/1990,Dick Tracy,"$47,000,000","$162,738,726","$103,738,726"
796,6/27/1990,Days of Thunder,"$60,000,000","$157,670,733","$82,670,733"
2338,7/12/1990,Edward Scissorhands,"$20,000,000","$53,976,987","$53,976,987"
2231,7/13/1990,Ghost,"$22,000,000","$517,600,000","$217,631,306"
1699,7/18/1990,Arachnophobia,"$31,000,000","$53,208,180","$53,208,180"
2528,9/11/1990,Dances with Wolves,"$19,000,000","$424,200,000","$184,208,842"
3053,9/11/1990,Child's Play 2,"$13,000,000","$34,166,572","$26,904,572"
2046,9/19/1990,Goodfellas,"$25,000,000","$46,777,347","$46,743,809"
3752,9/28/1990,Dark Angel,"$7,000,000","$4,372,561","$4,372,561"
1974,10/8/1990,Flatliners,"$26,000,000","$61,308,153","$61,308,153"
2399,10/19/1990,Quigley Down Under,"$20,000,000","$21,413,105","$21,413,105"
4154,10/19/1990,Night of the Living Dead,"$4,200,000","$5,835,247","$5,835,247"
1122,11/7/1990,The Adventures of Ford Fairlane,"$49,000,000","$20,423,389","$20,423,389"
2787,11/16/1990,Home Alone,"$15,000,000","$476,684,675","$285,761,243"
1571,11/21/1990,Predator 2,"$35,000,000","$54,768,418","$28,317,513"
1970,12/21/1990,Kindergarten Cop,"$26,000,000","$202,000,000","$91,457,688"
973,12/25/1990,The Godfather: Part III,"$54,000,000","$66,520,529","$66,520,529"
5101,12/31/1990,Going Under,"$500,000",$0,$0
3278,1/1/1991,Return to the Blue Lagoon,"$11,000,000","$2,000,000","$2,000,000"
3642,1/1/1991,Showdown in Little Tokyo,"$8,000,000","$2,275,557","$2,275,557"
5074,1/1/1991,Johnny Suede,"$500,000","$55,000","$55,000"
5111,1/1/1991,Straight out of Brooklyn,"$450,000","$2,712,293","$2,712,293"
1362,1/3/1991,The Doors,"$40,000,000","$34,416,893","$34,416,893"
3576,1/3/1991,Haakon Haakonsen,"$8,500,000","$15,024,232","$15,024,232"
5345,1/7/1991,The Last Waltz,"$35,000","$321,952","$321,952"
5363,1/8/1991,Slacker,"$23,000","$1,227,508","$1,227,508"
1599,1/18/1991,Flight of the Intruder,"$35,000,000","$14,471,440","$14,471,440"
2973,1/18/1991,White Fang,"$14,000,000","$34,729,091","$34,729,091"
327,2/7/1991,Terminator 2: Judgment Day,"$100,000,000","$513,815,401","$201,858,746"
2314,2/14/1991,The Silence of the Lambs,"$20,000,000","$275,726,716","$130,726,716"
2024,3/22/1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"$25,000,000","$78,656,813","$78,656,813"
2130,5/17/1991,Stone Cold,"$25,000,000","$9,286,314","$9,286,314"
749,5/24/1991,Hudson Hawk,"$65,000,000","$17,218,916","$17,218,916"
1938,6/12/1991,Star Trek VI: The Undiscovered Country,"$27,000,000","$96,900,000","$74,888,996"
1005,6/14/1991,Robin Hood: Prince of Thieves,"$50,000,000","$390,500,000","$165,493,908"
2198,6/28/1991,The Naked Gun 2½: The Smell of Fear,"$23,000,000","$86,930,411","$86,930,411"
2357,7/19/1991,Bill & Ted's Bogus Journey,"$20,000,000","$37,537,675","$37,537,675"
3750,8/3/1991,Nikita,"$7,000,000","$5,017,971","$5,017,971"
2219,8/23/1991,Harley Davidson and the Marlboro Man,"$23,000,000","$7,018,525","$7,018,525"
3882,8/30/1991,Beastmaster 2: Through the Portal of Time,"$6,000,000","$773,490","$773,490"
2739,9/8/1991,Double Impact,"$16,000,000","$29,090,445","$29,090,445"
3970,9/13/1991,Freddy's Dead: The Final Nightmare,"$5,000,000","$34,872,033","$34,872,033"
2173,9/20/1991,The Fisher King,"$24,000,000","$41,798,224","$41,798,224"
4480,9/29/1991,My Own Private Idaho,"$2,500,000","$6,401,336","$6,401,336"
3742,10/1/1991,Warlock,"$7,000,000","$8,824,553","$8,824,553"
3989,10/23/1991,House Party 2,"$5,000,000","$19,438,638","$19,438,638"
