year,category,prize,motivation,prize_share,laureate_type,full_name,birth_date,birth_city,birth_country,birth_country_current,sex,organization_name,organization_city,organization_country,ISO
1923,Chemistry,The Nobel Prize in Chemistry 1923,"""for his invention of the method of micro-analysis of organic substances""",1/1,Individual,Fritz Pregl,1869-09-03,Laibach (Ljubljana),Austria-Hungary (Slovenia),Slovenia,Male,Graz University,Graz,Austria,SVN
1923,Literature,The Nobel Prize in Literature 1923,"""for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation""",1/1,Individual,William Butler Yeats,1865-06-13,Dublin,Ireland,Ireland,Male,NA,NA,NA,IRL
1923,Medicine,The Nobel Prize in Physiology or Medicine 1923,"""for the discovery of insulin""",1/2,Individual,Frederick Grant Banting,1891-11-14,Alliston,Canada,Canada,Male,University of Toronto,Toronto,Canada,CAN
1923,Medicine,The Nobel Prize in Physiology or Medicine 1923,"""for the discovery of insulin""",1/2,Individual,John James Rickard Macleod,1876-09-06,Cluny,Scotland,United Kingdom,Male,University of Toronto,Toronto,Canada,GBR
1923,Physics,The Nobel Prize in Physics 1923,"""for his work on the elementary charge of electricity and on the photoelectric effect""",1/1,Individual,Robert Andrews Millikan,1868-03-22,"Morrison, IL",United States of America,United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,USA
1924,Literature,The Nobel Prize in Literature 1924,"""for his great national epic, <I>The Peasants</I>""",1/1,Individual,Wladyslaw Stanislaw Reymont,1867-05-07,Kobiele Wielkie,Russian Empire (Poland),Poland,Male,NA,NA,NA,POL
1924,Medicine,The Nobel Prize in Physiology or Medicine 1924,"""for his discovery of the mechanism of the electrocardiogram""",1/1,Individual,Willem Einthoven,1860-05-21,Semarang,"Java, Dutch East Indies (Indonesia)",Indonesia,Male,Leiden University,Leiden,Netherlands,IDN
1924,Physics,The Nobel Prize in Physics 1924,"""for his discoveries and research in the field of X-ray spectroscopy""",1/1,Individual,Karl Manne Georg Siegbahn,1886-12-03,Lund,Sweden,Sweden,Male,Uppsala University,Uppsala,Sweden,SWE
1925,Chemistry,The Nobel Prize in Chemistry 1925,"""for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry""",1/1,Individual,Richard Adolf Zsigmondy,1865-04-01,Vienna,Austrian Empire (Austria),Austria,Male,Goettingen University,Göttingen,Germany,AUT
1925,Literature,The Nobel Prize in Literature 1925,"""for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty""",1/1,Individual,George Bernard Shaw,1856-07-26,Dublin,Ireland,Ireland,Male,NA,NA,NA,IRL
1925,Peace,The Nobel Peace Prize 1925,NA,1/2,Individual,Charles Gates Dawes,1865-08-27,"Marietta, OH",United States of America,United States of America,Male,NA,NA,NA,USA
1925,Peace,The Nobel Peace Prize 1925,NA,1/2,Individual,Sir Austen Chamberlain,1863-10-16,Birmingham,United Kingdom,United Kingdom,Male,NA,NA,NA,GBR
1925,Physics,The Nobel Prize in Physics 1925,"""for their discovery of the laws governing the impact of an electron upon an atom""",1/2,Individual,Gustav Ludwig Hertz,1887-07-22,Hamburg,Germany,Germany,Male,Halle University,Halle,Germany,DEU
1925,Physics,The Nobel Prize in Physics 1925,"""for their discovery of the laws governing the impact of an electron upon an atom""",1/2,Individual,James Franck,1882-08-26,Hamburg,Germany,Germany,Male,Goettingen University,Göttingen,Germany,DEU
1926,Chemistry,The Nobel Prize in Chemistry 1926,"""for his work on disperse systems""",1/1,Individual,The (Theodor) Svedberg,1884-08-30,Fleräng,Sweden,Sweden,Male,Uppsala University,Uppsala,Sweden,SWE
1926,Literature,The Nobel Prize in Literature 1926,"""for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""",1/1,Individual,Grazia Deledda,1871-09-27,"Nuoro, Sardinia",Italy,Italy,Female,NA,NA,NA,ITA
1926,Medicine,The Nobel Prize in Physiology or Medicine 1926,"""for his discovery of the Spiroptera carcinoma""",1/1,Individual,Johannes Andreas Grib Fibiger,1867-04-23,Silkeborg,Denmark,Denmark,Male,Copenhagen University,Copenhagen,Denmark,DNK
1926,Peace,The Nobel Peace Prize 1926,NA,1/2,Individual,Aristide Briand,1862-03-28,Nantes,France,France,Male,NA,NA,NA,FRA
1926,Peace,The Nobel Peace Prize 1926,NA,1/2,Individual,Gustav Stresemann,1878-05-10,Berlin,Germany,Germany,Male,NA,NA,NA,DEU
1926,Physics,The Nobel Prize in Physics 1926,"""for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium""",1/1,Individual,Jean Baptiste Perrin,1870-09-30,Lille,France,France,Male,Sorbonne University,Paris,France,FRA
1927,Chemistry,The Nobel Prize in Chemistry 1927,"""for his investigations of the constitution of the bile acids and related substances""",1/1,Individual,Heinrich Otto Wieland,1877-06-04,Pforzheim,Germany,Germany,Male,Munich University,Munich,Germany,DEU
1927,Literature,The Nobel Prize in Literature 1927,"""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented""",1/1,Individual,Henri Bergson,1859-10-18,Paris,France,France,Male,NA,NA,NA,FRA
1927,Medicine,The Nobel Prize in Physiology or Medicine 1927,"""for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica""",1/1,Individual,Julius Wagner-Jauregg,1857-03-07,Wels,Austria,Austria,Male,Vienna University,Vienna,Austria,AUT
1927,Peace,The Nobel Peace Prize 1927,NA,1/2,Individual,Ferdinand Buisson,1841-12-20,Paris,France,France,Male,NA,NA,NA,FRA
1927,Peace,The Nobel Peace Prize 1927,NA,1/2,Individual,Ludwig Quidde,1858-03-23,Bremen,Germany,Germany,Male,NA,NA,NA,DEU
1927,Physics,The Nobel Prize in Physics 1927,"""for his discovery of the effect named after him""",1/2,Individual,Arthur Holly Compton,1892-09-10,"Wooster, OH",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America,USA
1927,Physics,The Nobel Prize in Physics 1927,"""for his method of making the paths of electrically charged particles visible by condensation of vapour""",1/2,Individual,Charles Thomson Rees Wilson,1869-02-14,Glencorse,Scotland,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,GBR
1928,Chemistry,The Nobel Prize in Chemistry 1928,"""for the services rendered through his research into the constitution of the sterols and their connection with the vitamins""",1/1,Individual,Adolf Otto Reinhold Windaus,1876-12-25,Berlin,Germany,Germany,Male,Goettingen University,Göttingen,Germany,DEU
1928,Literature,The Nobel Prize in Literature 1928,"""principally for her powerful descriptions of Northern life during the Middle Ages""",1/1,Individual,Sigrid Undset,1882-05-20,Kalundborg,Denmark,Denmark,Female,NA,NA,NA,DNK
1928,Medicine,The Nobel Prize in Physiology or Medicine 1928,"""for his work on typhus""",1/1,Individual,Charles Jules Henri Nicolle,1866-09-21,Rouen,France,France,Male,Institut Pasteur,Tunis,Tunisia,FRA
1928,Physics,The Nobel Prize in Physics 1928,"""for his work on the thermionic phenomenon and especially for the discovery of the law named after him""",1/1,Individual,Owen Willans Richardson,1879-04-26,Dewsbury,United Kingdom,United Kingdom,Male,London University,London,United Kingdom,GBR
1929,Chemistry,The Nobel Prize in Chemistry 1929,"""for their investigations on the fermentation of sugar and fermentative enzymes""",1/2,Individual,Arthur Harden,1865-10-12,Manchester,United Kingdom,United Kingdom,Male,London University,London,United Kingdom,GBR
1929,Chemistry,The Nobel Prize in Chemistry 1929,"""for their investigations on the fermentation of sugar and fermentative enzymes""",1/2,Individual,Hans Karl August Simon von Euler-Chelpin,1873-02-15,Augsburg,Germany,Germany,Male,Stockholm University,Stockholm,Sweden,DEU
1929,Literature,The Nobel Prize in Literature 1929,"""principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature""",1/1,Individual,Thomas Mann,1875-06-06,Lübeck,Germany,Germany,Male,NA,NA,NA,DEU
1929,Medicine,The Nobel Prize in Physiology or Medicine 1929,"""for his discovery of the antineuritic vitamin""",1/2,Individual,Christiaan Eijkman,1858-08-11,Nijkerk,Netherlands,Netherlands,Male,Utrecht University,Utrecht,Netherlands,NLD
1929,Medicine,The Nobel Prize in Physiology or Medicine 1929,"""for his discovery of the growth-stimulating vitamins""",1/2,Individual,Sir Frederick Gowland Hopkins,1861-06-20,Eastbourne,United Kingdom,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,GBR
1929,Peace,The Nobel Peace Prize 1929,NA,1/1,Individual,Frank Billings Kellogg,1856-12-22,"Potsdam, NY",United States of America,United States of America,Male,NA,NA,NA,USA
1929,Physics,The Nobel Prize in Physics 1929,"""for his discovery of the wave nature of electrons""",1/1,Individual,Prince Louis-Victor Pierre Raymond de Broglie,1892-08-15,Dieppe,France,France,Male,Sorbonne University,Paris,France,FRA
1930,Chemistry,The Nobel Prize in Chemistry 1930,"""for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin""",1/1,Individual,Hans Fischer,1881-07-27,Hoechst,Germany,Germany,Male,Technische Hochschule (Institute of Technology),Munich,Germany,DEU
1930,Literature,The Nobel Prize in Literature 1930,"""for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters""",1/1,Individual,Sinclair Lewis,1885-02-07,"Sauk Centre, MN",United States of America,United States of America,Male,NA,NA,NA,USA
1930,Medicine,The Nobel Prize in Physiology or Medicine 1930,"""for his discovery of human blood groups""",1/1,Individual,Karl Landsteiner,1868-06-14,Vienna,Austrian Empire (Austria),Austria,Male,Rockefeller Institute for Medical Research,"New York, NY",United States of America,AUT
1930,Peace,The Nobel Peace Prize 1930,NA,1/1,Individual,Lars Olof Jonathan (Nathan) Söderblom,1866-01-15,Trönö,Sweden,Sweden,Male,NA,NA,NA,SWE
1930,Physics,The Nobel Prize in Physics 1930,"""for his work on the scattering of light and for the discovery of the effect named after him""",1/1,Individual,Sir Chandrasekhara Venkata Raman,1888-11-07,Tiruchirappalli,India,India,Male,Calcutta University,Calcutta,India,IND
1931,Chemistry,The Nobel Prize in Chemistry 1931,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",1/2,Individual,Carl Bosch,1874-08-27,Cologne,Germany,Germany,Male,University of Heidelberg,Heidelberg,Germany,DEU
1931,Chemistry,The Nobel Prize in Chemistry 1931,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",1/2,Individual,Friedrich Bergius,1884-10-11,"Goldschmieden, near Breslau",Germany (Poland),Poland,Male,University of Heidelberg,Heidelberg,Germany,POL
1931,Literature,The Nobel Prize in Literature 1931,"""The poetry of Erik Axel Karlfeldt""",1/1,Individual,Erik Axel Karlfeldt,1864-07-20,Karlbo,Sweden,Sweden,Male,NA,NA,NA,SWE
1931,Medicine,The Nobel Prize in Physiology or Medicine 1931,"""for his discovery of the nature and mode of action of the respiratory enzyme""",1/1,Individual,Otto Heinrich Warburg,1883-10-08,Freiburg im Breisgau,Germany,Germany,Male,Max-Planck Institut,Berlin-Dahlem,Germany,DEU
1931,Peace,The Nobel Peace Prize 1931,NA,1/2,Individual,Jane Addams,1860-09-06,"Cedarville, IL",United States of America,United States of America,Female,NA,NA,NA,USA
1931,Peace,The Nobel Peace Prize 1931,NA,1/2,Individual,Nicholas Murray Butler,1862-04-02,"Elizabeth, NJ",United States of America,United States of America,Male,Columbia University,"New York, NY",United States of America,USA
1932,Chemistry,The Nobel Prize in Chemistry 1932,"""for his discoveries and investigations in surface chemistry""",1/1,Individual,Irving Langmuir,1881-01-31,"Brooklyn, NY",United States of America,United States of America,Male,General Electric Company,"Schenectady, NY",United States of America,USA
1932,Literature,The Nobel Prize in Literature 1932,"""for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>""",1/1,Individual,John Galsworthy,1867-08-14,Kingston Hill,United Kingdom,United Kingdom,Male,NA,NA,NA,GBR
1932,Medicine,The Nobel Prize in Physiology or Medicine 1932,"""for their discoveries regarding the functions of neurons""",1/2,Individual,Edgar Douglas Adrian,1889-11-30,London,United Kingdom,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,GBR
1932,Medicine,The Nobel Prize in Physiology or Medicine 1932,"""for their discoveries regarding the functions of neurons""",1/2,Individual,Sir Charles Scott Sherrington,1857-11-27,London,United Kingdom,United Kingdom,Male,University of Oxford,Oxford,United Kingdom,GBR
1932,Physics,The Nobel Prize in Physics 1932,"""for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen""",1/1,Individual,Werner Karl Heisenberg,1901-12-05,Würzburg,Germany,Germany,Male,Leipzig University,Leipzig,Germany,DEU
1933,Literature,The Nobel Prize in Literature 1933,"""for the strict artistry with which he has carried on the classical Russian traditions in prose writing""",1/1,Individual,Ivan Alekseyevich Bunin,1870-10-22,Voronezh,Russia,Russia,Male,NA,NA,NA,RUS
1933,Medicine,The Nobel Prize in Physiology or Medicine 1933,"""for his discoveries concerning the role played by the chromosome in heredity""",1/1,Individual,Thomas Hunt Morgan,1866-09-25,"Lexington, KY",United States of America,United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,USA
1933,Peace,The Nobel Peace Prize 1933,NA,1/1,Individual,Sir Norman Angell (Ralph Lane),1872-12-26,Holbeach,United Kingdom,United Kingdom,Male,NA,NA,NA,GBR
1933,Physics,The Nobel Prize in Physics 1933,"""for the discovery of new productive forms of atomic theory""",1/2,Individual,Erwin Schrödinger,1887-08-12,Vienna,Austria,Austria,Male,Berlin University,Berlin,Germany,AUT
1933,Physics,The Nobel Prize in Physics 1933,"""for the discovery of new productive forms of atomic theory""",1/2,Individual,Paul Adrien Maurice Dirac,1902-08-08,Bristol,United Kingdom,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,GBR
1934,Chemistry,The Nobel Prize in Chemistry 1934,"""for his discovery of heavy hydrogen""",1/1,Individual,Harold Clayton Urey,1893-04-29,"Walkerton, IN",United States of America,United States of America,Male,Columbia University,"New York, NY",United States of America,USA
